title,Creator,Publisher,date,Date is Approximate?,Description,subject,Keywords,Relation,Contributing Institution,Publisher Digital,Source,Listing Code,Resource Identifier,Format Original,format,type,Digitization Specifications,Rights,Standardized Rights,Language,Metadata Cataloger,Scanner Technician,Collection Administrator,Filename,OCLC number,Date created,Date modified,Reference URL,cdmid,CONTENTdm file name,CONTENTdm file path,objectid
Presented to Lionel Hampton,Pascack Valley H. S. Music Dept,,1980-03-24,,"Plaque. 7'x5' Wood finish plaque with musical theme and engraved plate&lt;br&gt;With sincere appreciation of his efforts on behalf of the Pascack Valley H. S. Music Dept. [New Jersey], Mar. 24, 1980","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 60, Folder 006",IJC001VI3,LH.VII.006,Plaque,image/jpeg; application/pdf,Image;StillImage; Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668236295,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4567,4567,4564.jpg,/ijcs/image/4564.jpg,ijcs4567
Presented to Lionel Hampton,Vibes Jazz Critics Poll Down Beat,,1954,,Plaque. 7 1/2'x6 1/2' Shield wood finish plaque with engraved plate&lt;br&gt;To Lionel Hampton from the Vibes Jazz Critics Poll Down Beat. 1954,"Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 60, Folder 007",IJC001VI3,LH.VII.007,Plaque,application/pdf,Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668237049,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4568,4568,4565.jpg,/ijcs/image/4565.jpg,ijcs4568
Presented to Lionel Hampton,New York Club,,1982-05-16,,"Plaque. 8'x7' Shield wood finish plaque with engraved plate&lt;br&gt;The New York Club Merit Award to Lionel Hampton in recognition of his achievements in his profession. Doris F. Johnson, President. May 16, 1982","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 60, Folder 008",IJC001VI3,LH.VII.008,Plaque,application/pdf,Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668236337,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4569,4569,4566.jpg,/ijcs/image/4566.jpg,ijcs4569
Presented to Mrs. Lionel Hampton,United Air Lines,,1964,y,"Plaque. 8 3/4'x6 1/2' Shield wood finish plaque with United Airlines motif and engraved plate&lt;br&gt;Member of United Air Lines' 100,000 Mile Club presented to Mrs. Lionel Hampton with appreciation. G. E. Keck, President United Air Lines. 1964","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 60, Folder 009",IJC001VI3,LH.VII.009,Plaque,image/jpeg; application/pdf,Image;StillImage; Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668238120,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4570,4570,4567.jpg,/ijcs/image/4567.jpg,ijcs4570
Presented to Lionel Hampton,Down Beat,,1948,,Plaque. 10'x6 3/8' Wood finish plaque with musical theme and engraved plate&lt;br&gt;Down Beat Award presented to Lionel Hampton Favorite Band Third Place. 1948,"Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 60, Folder 010",IJC001VI3,LH.VII.010,Plaque,image/jpeg,Image;StillImage,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668236307,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4571,4571,4568.jpg,/ijcs/image/4568.jpg,ijcs4571
Presented to Lionel Hampton,Mama Lu Parks,,1988,,Plaque. 9'x7' Wood finish plaque with disc and engraved  plate &lt;br&gt;To Lionel Hampton in appreciation of his continued support and friendship on the occasion of the Mama Lu Parks International Ball. 1988,"Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 60, Folder 011",IJC001VI3,LH.VII.011,Plaque,image/jpeg; application/pdf,Image;StillImage; Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668237106,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4572,4572,4569.jpg,/ijcs/image/4569.jpg,ijcs4572
Presented to Gladys and Lionel Hampton,Deborah Hospital,,1990,y,Plaque. 10'x8' Shield wood finish plaque with wreath and engraved plate&lt;br&gt;To Gladys and Lionel Hampton in grateful appreciation for their services to the Deborah Hospital,"Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 60, Folder 012",IJC001VI3,LH.VII.012,Plaque,image/jpeg,Image;StillImage,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668237076,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4573,4573,4570.jpg,/ijcs/image/4570.jpg,ijcs4573
Presented to Lionel Hampton,Long Island Guardians,,1967,,"Plaque. 12'x9' Shield wood finish plaque with two engraved plates, three small stars between them and a wreath on the bottom of the plaque&lt;br&gt;Honorary Membership presented to Lionel Hampton by the Officers and Members of the Long Island Guardians, in recognition of many years of dedicated service in the fields of entertainment and human relations. 1967","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 60, Folder 013",IJC001VI3,LH.VII.013,Plaque,application/pdf,Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668236297,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4574,4574,4571.jpg,/ijcs/image/4571.jpg,ijcs4574
Presented to Lionel Hampton,"Alpha Phi Alpha Frat., Gamma Iota Chapter",,1980-04-09,,"Plaque. 10'x8' Wood finish plaque with disc and engraved plate&lt;br&gt;Musical Legend Humanitarian Alpha Man presented to Lionel Hampton by the Alpha Phi Alpha Frat., Gamma Iota Chapter. Apr. 9, 1980","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 60, Folder 014",IJC001VI3,LH.VII.014,Plaque,application/pdf,Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668236361,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4575,4575,4572.jpg,/ijcs/image/4572.jpg,ijcs4575
Presented to Lionel Hampton,The Pittsburgh Courier,,1955,,"Plaque. 10'x11' Wood finish plaque with engraved plate, including an engraved bust of Lionel Hampton&lt;br&gt;Americanism Award presented to Lionel Hampton, world-wide good will ambassador, by The Pittsburgh Courier. 1955","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 60, Folder 015",IJC001VI3,LH.VII.015,Plaque,application/pdf,Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668237046,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4576,4576,4573.jpg,/ijcs/image/4573.jpg,ijcs4576
Presented to Lionel Hampton,Alabama Republican Council,,1982-02-15,,"Plaque. 10 1/2'x8' Wood finish plaque with gold engraved plate &lt;br&gt;To Lionel Hampton from the Alabama Republican Council for his support and cooperation in making the Miles College Alumni Association Affair a success.  Feb. 15, 1982","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 60, Folder 016",IJC001VI3,LH.VII.016,Plaque,application/pdf,Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668236302,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4577,4577,4574.jpg,/ijcs/image/4574.jpg,ijcs4577
Presented to Lionel Hampton,Alpha Phi Alpha Fraternity,,1986-09-12,,"Plaque.10 1/2'x 8' Scallop wood finish plaque with engraved double plate &lt;br&gt;To Lionel Hampton from the XI Delta Lambda Chapter - Alpha Phi Alpha Fraternity in recognition of his devotion to the advancement of mankind. Sep. 12, 1986","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 61",IJC001VI3,LH.VII.017,Plaque,application/pdf,Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668237054,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4578,4578,4575.jpg,/ijcs/image/4575.jpg,ijcs4578
Presented to Lionel Hampton,University of Idaho,,1991-02-20,,"Plaque. 8'x10' Wood finish plaque with red marbleized border engraved plate &lt;br&gt;To Lionel Hampton from Lynn Skinner, for making the University of Idaho Lionel Hampton/Chevron Jazz Festival, the world's greatest festival. Feb. 20-23, 1991","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 61",IJC001VI3,LH.VII.018,Plaque,application/pdf,Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668238099,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4579,4579,4576.jpg,/ijcs/image/4576.jpg,ijcs4579
Presented to Lionel Hampton,Louisiana Heart Association,,1970-06-07,,"Plaque. 12'x8' Wood finish plaque with engraved plate &lt;br&gt;To Lionel Hampton from the Louisiana Heart Association in grateful appreciation for his participation in Heart Fund Jazz Concert. Royal Sonesta Hotel. New Orleans, LA, June 7, 1970","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 61",IJC001VI3,LH.VII.019,Plaque,application/pdf,Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668236320,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4580,4580,4577.jpg,/ijcs/image/4577.jpg,ijcs4580
Presented to Lionel Hampton,,,1974-01-14,,"Plaque. 12'x9' Wood finish plaque with two engraved plates&lt;br&gt;The Gene Krupa Memorial Award to Lionel Hampton. The 30th Yonkers Safari. Grossinger, New York. Jan. 14, 1974","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 61",IJC001VI3,LH.VII.020,Plaque,application/pdf,Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668238127,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4581,4581,4578.jpg,/ijcs/image/4578.jpg,ijcs4581
Presented to Lionel Hampton,Housing Authority of Louisville,,1982-09-19,,"Plaque. 12'x9' Wood finish plaque with gold engraved plate &lt;br&gt;To Lionel Hampton from the Housing Authority of Louisville in recognition of his outstanding work in the area of housing for the disadvantaged and elderly. Robert L. Astorino, Administrator. Louisville, [KY], Sep. 19, 1982","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 61",IJC001VI3,LH.VII.021,Plaque,application/pdf,Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668238052,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4582,4582,4579.jpg,/ijcs/image/4579.jpg,ijcs4582
Presented to Lionel Hampton,Mariner's Temple Baptist Church,,1988-03-27,,"Plaque. 10'x8' Wood finish squared border plaque with  black engraved plate&lt;br&gt;Living Legends Award presented to Lionel Hampton by the Mariner's Temple Baptist Church in association with the Friends of Mariners, for his contributions to black America and to society as a whole. Rev. Suzan D. Johnson, Pastor. [New York, NY], Mar. 27, 1988","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 61",IJC001VI3,LH.VII.022,Plaque,application/pdf,Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668237059,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4583,4583,4580.jpg,/ijcs/image/4580.jpg,ijcs4583
Presented to Lionel Hampton,National Association of Black Women Attorneys,,1988-02-11,,"Plaque. 8'x10' Wood finish plaque with black engraved plate &lt;br&gt;To Lionel Hampton from the National Association of Black Women Attorneys on the occasion of the 15th Annual Convention. Mabel D. Haden, President. Washington, D.C., Feb. 11-14, 1988","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 61",IJC001VI3,LH.VII.023,Plaque,application/pdf,Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668238073,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4584,4584,4581.jpg,/ijcs/image/4581.jpg,ijcs4584
Presented to Lionel Hampton,Percussive Arts Society,,1985,y,"Plaque. 9'x12' Wood finish plaque with engraved certificate like plate&lt;br&gt;Percussive Arts Society presents Lionel Hampton with his inclusion in the PAS Hall of Fame, for his outstanding contributions and dedication to percussion education and performance. Thomas Siwe, President. [1984-1986]","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 61",IJC001VI3,LH.VII.024,Plaque,application/pdf,Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668237065,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4585,4585,4582.jpg,/ijcs/image/4582.jpg,ijcs4585
Presented to Lionel Hampton,Opportunities Industrialization Center of New York,,1981-10-29,,"Plaque. 12'x 9' Wood finish plaque with engraved double plate&lt;br&gt;The Henri M. Deas Award for Community Service presented to Lionel Hampton by the Opportunities Industrialization Center of New York for the productive leadership, service, and inspiration he has given to improve the social conditions within the communities of New York City. Milton A. Galamison, Bd. Chr. New York, NY, Oct. 29, 1981.","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 61",IJC001VI3,LH.VII.025,Plaque,application/pdf,Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668238054,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4586,4586,4583.jpg,/ijcs/image/4583.jpg,ijcs4586
Presented to Lionel Hampton,University of New Haven,,1981-11-19,,"Plaque. 12'x9' Wood finish plaque with engraved plate &lt;br&gt;To Lionel Hampton from the University of New Haven for performing chords of goodwill throughout the United States. Phillip Kaplan, President. Nov. 19, 1981. (With a quote from Martin Luther King, Jr.)","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 61",IJC001VI3,LH.VII.026,Plaque,application/pdf,Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668237080,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4587,4587,4584.jpg,/ijcs/image/4584.jpg,ijcs4587
Presented to Lionel Hampton,Clarence Concert Wind Ensemble,,1970,,"Plaque. 12'x8 3/4' Wood finish plaque with engraved plate&lt;br&gt;1969-70 Clarence Concert Wind Ensemble Distinguished Artist Award presented to Lionel Hampton for outstanding performance. [New York], 1970","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 61",IJC001VI3,LH.VII.027,Plaque,application/pdf,Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668238317,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4588,4588,4585.jpg,/ijcs/image/4585.jpg,ijcs4588
Presented to Lionel Hampton,"Junior Police and Citizens Corps of Washington, D.C.",,1950-01,,"Plaque. 12'x10' Shield wood finish plaque with hand painted dedication&lt;br&gt;To Lionel Hampton from the Junior Police and Citizens Corps of Washington, D.C. for his services to the Youth of this city. Washington, D.C., Jan. 1950","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 61",IJC001VI3,LH.VII.028,Plaque,application/pdf,Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668237115,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4589,4589,4586.jpg,/ijcs/image/4586.jpg,ijcs4589
Presented to Lionel Hampton,Davey Moore Culture and Arts,,1981,,"Plaque. 12'x9' Wood finish plaque with musical theme, four laurel leaves and two engraved plates&lt;br&gt;To Lionel Hampton from Davey Moore Culture and Arts. Johnny Lytle, Director. Springfield, OH, 1981","Plaques and Awards;Hampton, Lionel--Archives",,Lionel Hampton Library Collection,International Jazz Collections,University of Idaho Library,"IJC MG 001, Box 62",IJC001VI3,LH.VII.029,Plaque,image/jpeg; application/pdf,Image;StillImage; Text,"300 dpi, 8-bit depth, color, Nikon D100 digital camera, Nikon Capture 4, Adobe Photoshop 7.0, Archival Master file is a TIFF","Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski and Laura Guedes,Kevin Dobbins,Deborah Green and Nathan Bender,,668237088,2008-07-07,2014-04-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ijcs/id/4590,4590,4587.jpg,/ijcs/image/4587.jpg,ijcs4590
